survey,sheet,variable,code,label,code_num
inp,Risk factor - Physical Activity,DAYGUI3,3,Three,3
inp,Risk factor - Physical Activity,DAYGUI3,8,Not known,8
inp,Risk factor - Physical Activity,DAYGUI3,9,Not applicable,9
inp,Risk factor - Physical Activity,DAY1803,0,None,0
inp,Risk factor - Physical Activity,DAY1803,1,One,1
inp,Risk factor - Physical Activity,DAY1803,2,Two,2
inp,Risk factor - Physical Activity,DAY1803,3,Three,3
inp,Risk factor - Physical Activity,DAY1803,8,Not known,8
inp,Risk factor - Physical Activity,DAY1803,9,Not applicable,9
inp,Risk factor - Physical Activity,DAYSCHR3,0,None,0
inp,Risk factor - Physical Activity,DAYSCHR3,1,One,1
inp,Risk factor - Physical Activity,DAYSCHR3,2,Two,2
inp,Risk factor - Physical Activity,DAYSCHR3,3,Three,3
inp,Risk factor - Physical Activity,DAYSCHR3,8,Not known,8
inp,Risk factor - Physical Activity,DAYSCHR3,9,Not applicable,9
inp,Risk factor - Physical Activity,NDBTHR3,0,None,0
inp,Risk factor - Physical Activity,NDBTHR3,1,One,1
inp,Risk factor - Physical Activity,NDBTHR3,2,Two,2
inp,Risk factor - Physical Activity,NDBTHR3,3,Three,3
inp,Risk factor - Physical Activity,NDBTHR3,8,Not known,8
inp,Risk factor - Physical Activity,NDBTHR3,9,Not applicable,9
inp,Risk factor - Physical Activity,NDPA1H3,0,None,0
inp,Risk factor - Physical Activity,NDPA1H3,1,One,1
inp,Risk factor - Physical Activity,NDPA1H3,2,Two,2
inp,Risk factor - Physical Activity,NDPA1H3,3,Three,3
inp,Risk factor - Physical Activity,NDPA1H3,8,Not known,8
inp,Risk factor - Physical Activity,NDPA1H3,9,Not applicable,9
inp,Risk factor - Physical Activity,HBSCQ01,0,None,0
inp,Risk factor - Physical Activity,HBSCQ01,1,One,1
inp,Risk factor - Physical Activity,HBSCQ01,2,Two,2
inp,Risk factor - Physical Activity,HBSCQ01,3,Three,3
inp,Risk factor - Physical Activity,HBSCQ01,4,Four,4
inp,Risk factor - Physical Activity,HBSCQ01,5,Five,5
inp,Risk factor - Physical Activity,HBSCQ01,6,Six,6
inp,Risk factor - Physical Activity,HBSCQ01,7,Seven,7
inp,Risk factor - Physical Activity,HBSCQ01,9,Not applicable,9
inp,Risk factor - Physical Activity,SDSAGE3,0,None,0
inp,Risk factor - Physical Activity,SDSAGE3,1,One,1
inp,Risk factor - Physical Activity,SDSAGE3,2,Two,2
inp,Risk factor - Physical Activity,SDSAGE3,3,Three,3
inp,Risk factor - Physical Activity,SDSAGE3,8,Not known,8
inp,Risk factor - Physical Activity,SDSAGE3,9,Not applicable,9
inp,Risk factor - Physical Activity,SLPTIME,0,Did not go to bed,0
inp,Risk factor - Physical Activity,SLPTIME,1,-989. Continuous,1
inp,Risk factor - Physical Activity,SLPTIME,9998,Not known,9998
inp,Risk factor - Physical Activity,SLPTIME,9999,Not applicable,9999
inp,Risk factor - Physical Activity,TYPNIGHT,0,Not applicable,0
inp,Risk factor - Physical Activity,TYPNIGHT,1,"Yes, typical nights sleep",1
inp,Risk factor - Physical Activity,TYPNIGHT,2,"No, usually sleep more",2
inp,Risk factor - Physical Activity,TYPNIGHT,3,"No, usually sleep less",3
inp,Risk factor - Physical Activity,TYPNIGHT,4,No typical sleep,4
inp,Risk factor - Physical Activity,TYPNIGHT,5,"No, not further defined (NFD)",5
inp,Risk factor - Physical Activity,TYPNIGHT,6,Sleep time not known,6
inp,Risk factor - Physical Activity,TYPNIGHT,7,Not applicable,7
inp,Risk factor - Physical Activity,HWKB4TV,0,Not applicable,0
inp,Risk factor - Physical Activity,HWKB4TV,1,Never,1
inp,Risk factor - Physical Activity,HWKB4TV,2,Rarely,2
inp,Risk factor - Physical Activity,HWKB4TV,3,Sometimes,3
inp,Risk factor - Physical Activity,HWKB4TV,4,Often,4
inp,Risk factor - Physical Activity,HWKB4TV,5,Always,5
inp,Risk factor - Physical Activity,HWKB4TV,6,Not applicable to child,6
inp,Risk factor - Physical Activity,TVOFF,0,Not applicable,0
inp,Risk factor - Physical Activity,TVOFF,1,Never,1
inp,Risk factor - Physical Activity,TVOFF,2,Rarely,2
inp,Risk factor - Physical Activity,TVOFF,3,Sometimes,3
inp,Risk factor - Physical Activity,TVOFF,4,Often,4
inp,Risk factor - Physical Activity,TVOFF,5,Always,5
inp,Risk factor - Physical Activity,TVOFF,6,Not applicable to child,6
inp,Risk factor - Physical Activity,SUPERTV,0,Not applicable,0
inp,Risk factor - Physical Activity,SUPERTV,1,Never,1
inp,Risk factor - Physical Activity,SUPERTV,2,Rarely,2
inp,Risk factor - Physical Activity,SUPERTV,3,Sometimes,3
inp,Risk factor - Physical Activity,SUPERTV,4,Often,4
inp,Risk factor - Physical Activity,SUPERTV,5,Always,5
inp,Risk factor - Physical Activity,SUPERTV,6,Not applicable to child,6
inp,Risk factor - Physical Activity,SUPGAME,0,Not applicable,0
inp,Risk factor - Physical Activity,SUPGAME,1,Never,1
inp,Risk factor - Physical Activity,SUPGAME,2,Rarely,2
inp,Risk factor - Physical Activity,SUPGAME,3,Sometimes,3
inp,Risk factor - Physical Activity,SUPGAME,4,Often,4
inp,Risk factor - Physical Activity,SUPGAME,5,Always,5
inp,Risk factor - Physical Activity,SUPGAME,6,Not applicable to child,6
inp,Risk factor - Physical Activity,COMREST,0,Not applicable,0
inp,Risk factor - Physical Activity,COMREST,1,Never,1
inp,Risk factor - Physical Activity,COMREST,2,Rarely,2
inp,Risk factor - Physical Activity,COMREST,3,Sometimes,3
inp,Risk factor - Physical Activity,COMREST,4,Often,4
inp,Risk factor - Physical Activity,COMREST,5,Always,5
inp,Risk factor - Physical Activity,COMREST,6,Not applicable to child,6
inp,Risk factor - Physical Activity,RPADAYR,0,Not applicable,0
inp,Risk factor - Physical Activity,RPADAYR,1,Monday,1
inp,Risk factor - Physical Activity,RPADAYR,2,Tuesday,2
inp,Risk factor - Physical Activity,RPADAYR,3,Wednesday,3
inp,Risk factor - Physical Activity,RPADAYR,4,Thursday,4
inp,Risk factor - Physical Activity,RPADAYR,5,Friday,5
inp,Risk factor - Physical Activity,RPADAYR,6,Saturday,6
inp,Risk factor - Physical Activity,RPADAYR,7,Sunday,7
inp,Risk factor - Physical Activity,RPADAYR,10,Playing Football / Soccer,10
inp,Risk factor - Physical Activity,RPADAYR,11,Playing Netball / Basketball,11
inp,Risk factor - Physical Activity,RPADAYR,12,Playing Softball / Cricket,12
inp,Risk factor - Physical Activity,RPADAYR,13,Swimming,13
inp,Risk factor - Physical Activity,RPADAYR,14,Running,14
inp,Risk factor - Physical Activity,RPADAYR,15,Hunting / Gathering Bush Foods / Fishing,15
inp,Risk factor - Physical Activity,RPADAYR,16,Dancing (incl. ceremonial dancing),16
inp,Risk factor - Physical Activity,RPADAYR,17,Housework / Gardening / Heavy yardwork,17
inp,Risk factor - Physical Activity,RPADAYR,18,Walking to places,18
inp,Risk factor - Physical Activity,RPADAYR,19,Other,19
inp,Risk factor - Physical Activity,RPADAYR,20,Did no physical activity on day prior to interview,20
inp,Risk factor - Physical Activity,RPADAYR,97,Not applicable,97
inp,Risk factor - Physical Activity,RPADAYR,99,Not known,99
inp,Risk factor - Physical Activity,RPADAYR,8,Other,8
inp,Risk factor - Physical Activity,RPADAYR,9,Did not walk anywhere on day prior to interview,9
inp,Risk factor - Physical Activity,RPATIMEA,0,Not applicable,0
inp,Risk factor - Physical Activity,RPATIMEA,1,Less than 30 minutes,1
inp,Risk factor - Physical Activity,RPATIMEA,3,More than 30 minutes,3
inp,Risk factor - Physical Activity,RPATIMEA,8,Did no physical activity on day prior to interview,8
inp,Risk factor - Physical Activity,RPATIMEA,9,Not known,9
inp,Risk factor - Physical Activity,RPATIMEC,0,Not applicable,0
inp,Risk factor - Physical Activity,RPATIMEC,1,Less than 60 minutes,1
inp,Risk factor - Physical Activity,RPATIMEC,3,More than 60 minutes,3
inp,Risk factor - Physical Activity,RPATIMEC,8,Did no physical activity on day prior to interview,8
inp,Risk factor - Physical Activity,RPATIMEC,9,Not known,9
inp,Risk factor - Physical Activity,RPAEXAMA,0,Not applicable,0
inp,Risk factor - Physical Activity,RPAEXAMA,1,Usually do more physical activity or walking to places,1
inp,Risk factor - Physical Activity,RPAEXAMA,2,Usually do same amount of physical activity or walking to places,2
inp,Risk factor - Physical Activity,RPAEXAMA,3,Usually do less physical activity or walking to places,3
inp,Risk factor - Physical Activity,RPAEXAMA,8,Did no physical activity on day prior to interview,8
inp,Risk factor - Physical Activity,RPAEXAMA,9,Not known,9
inp,Risk factor - Physical Activity,RPAEXAMC,0,Not applicable,0
inp,Risk factor - Physical Activity,RPAEXAMC,1,Usually do more physical activity or walking to places,1
inp,Risk factor - Physical Activity,RPAEXAMC,2,Usually do same amount of physical activity or walking to places,2
inp,Risk factor - Physical Activity,RPAEXAMC,3,Usually do less physical activity or walking to places,3
inp,Risk factor - Physical Activity,RPAEXAMC,8,Did no physical activity on day prior to interview,8
inp,Risk factor - Physical Activity,RPAEXAMC,9,Not known,9
inp,Risk factor - Physical Activity,RPAEXAMC,10,Yarn with family or friends,10
inp,Risk factor - Physical Activity,RPAEXAMC,11,Eat meals,11
inp,Risk factor - Physical Activity,RPAEXAMC,12,"Watch TV, videos, Bluray or DVDs",12
inp,Risk factor - Physical Activity,RPAEXAMC,13,Listen to music,13
inp,Risk factor - Physical Activity,RPAEXAMC,14,"Play any Playstation, Nintendo, X-Box, computer, DS or PSP games",14
inp,Risk factor - Physical Activity,RPAEXAMC,15,Use a computer or the Internet,15
inp,Risk factor - Physical Activity,RPAEXAMC,16,Use a phone (e.g. text and talk),16
inp,Risk factor - Physical Activity,RPAEXAMC,17,Play cards,17
inp,Risk factor - Physical Activity,RPAEXAMC,18,Paint or do other art,18
inp,Risk factor - Physical Activity,RPAEXAMC,19,Work or study,19
inp,Risk factor - Physical Activity,RPAEXAMC,20,Watch dancing or ceremonies,20
inp,Risk factor - Physical Activity,RPAEXAMC,21,Watch sport,21
inp,Risk factor - Physical Activity,RPAEXAMC,22,Drive or sit in a car,22
inp,Risk factor - Physical Activity,RPAEXAMC,23,School classes,23
inp,Risk factor - Physical Activity,RPAEXAMC,24,Other,24
inp,Risk factor - Physical Activity,RPAEXAMC,25,Did no sedentary activity on day prior to interview,25
inp,Risk factor - Physical Activity,RPAEXAMC,97,Not applicable,97
inp,Risk factor - Physical Activity,RPAEXAMC,99,Not known,99
inp,Risk factor - Physical Activity,RPAQ13,0,Not applicable,0
inp,Risk factor - Physical Activity,RPAQ13,1,Mostly sitting,1
inp,Risk factor - Physical Activity,RPAQ13,2,Mostly standing,2
inp,Risk factor - Physical Activity,RPAQ13,3,Mostly walking,3
inp,Risk factor - Physical Activity,RPAQ13,4,Mostly running,4
inp,Risk factor - Physical Activity,RPAQ13,5,Mostly doing heavy labour or hard physical work,5
inp,Risk factor - Physical Activity,RPAQ13,9,Not known,9
inp,Risk factor - Physical Activity,PEDISSUE,0,Not applicable,0
inp,Risk factor - Physical Activity,PEDISSUE,1,Pedometer issued and worn,1
inp,Risk factor - Physical Activity,PEDISSUE,2,Pedometer issued but not worn,2
inp,Risk factor - Physical Activity,PEDISSUE,5,Pedometer not issued,5
inp,Risk factor - Physical Activity,NUMVAL,9,Did not participate in the pedometer component,9
inp,Risk factor - Physical Activity,NUMVAL,10,Not applicable,10
inp,Risk factor - Physical Activity,NDYSWKPC,9,Did not participate in the pedometer component,9
inp,Risk factor - Physical Activity,NDYSWKPC,10,Not applicable,10
inp,Risk factor - Physical Activity,NDYSWEPC,9,Did not participate in the pedometer component,9
inp,Risk factor - Physical Activity,NDYSWEPC,10,Not applicable,10
inp,Risk factor - Physical Activity,PEDPOP,0,Not applicable,0
inp,Risk factor - Physical Activity,PEDPOP,1,Reported a minimum of 4 days of steps with at least 1 weekday and 1 weekend day,1
inp,Risk factor - Physical Activity,PEDPOP,2,Did not meet minimum reported day requirements,2
inp,Risk factor - Physical Activity,PEDPOP,3,Did not participate in pedometer component,3
inp,Risk factor - Physical Activity,PEDAGEDY,0,Not applicable,0
inp,Risk factor - Physical Activity,PEDAGEDY,1,Sedentary,1
inp,Risk factor - Physical Activity,PEDAGEDY,2,Low active,2
inp,Risk factor - Physical Activity,PEDAGEDY,3,Somewhat active,3
inp,Risk factor - Physical Activity,PEDAGEDY,4,Active,4
inp,Risk factor - Physical Activity,PEDAGEDY,5,Highly active,5
inp,Risk factor - Physical Activity,PEDAGEDY,6,Did not meet day threshold requirement,6
inp,Risk factor - Physical Activity,PEDAGEDY,7,Did not participate in the pedometer component,7
inp,Risk factor - Physical Activity,PEDAGEWK,0,Not applicable,0
inp,Risk factor - Physical Activity,PEDAGEWK,1,Sedentary,1
inp,Risk factor - Physical Activity,PEDAGEWK,2,Low active,2
inp,Risk factor - Physical Activity,PEDAGEWK,3,Somewhat active,3
inp,Risk factor - Physical Activity,PEDAGEWK,4,Active,4
inp,Risk factor - Physical Activity,PEDAGEWK,5,Highly active,5
inp,Risk factor - Physical Activity,PEDAGEWK,6,Did not meet day threshold requirement,6
inp,Risk factor - Physical Activity,PEDAGEWK,7,Did not participate in the pedometer component,7
inp,Risk factor - Physical Activity,PEDAGEWE,0,Not applicable,0
inp,Risk factor - Physical Activity,PEDAGEWE,1,Sedentary,1
inp,Risk factor - Physical Activity,PEDAGEWE,2,Low active,2
inp,Risk factor - Physical Activity,PEDAGEWE,3,Somewhat active,3
inp,Risk factor - Physical Activity,PEDAGEWE,4,Active,4
inp,Risk factor - Physical Activity,PEDAGEWE,5,Highly active,5
inp,Risk factor - Physical Activity,PEDAGEWE,6,Did not meet day threshold requirement,6
inp,Risk factor - Physical Activity,PEDAGEWE,7,Did not participate in the pedometer component,7
inp,Risk factor - Physical Activity,DYS10STP,0,None,0
inp,Risk factor - Physical Activity,DYS10STP,1,One day,1
inp,Risk factor - Physical Activity,DYS10STP,2,Two days,2
inp,Risk factor - Physical Activity,DYS10STP,3,Three days,3
inp,Risk factor - Physical Activity,DYS10STP,4,Four days,4
inp,Risk factor - Physical Activity,DYS10STP,5,Five days,5
inp,Risk factor - Physical Activity,DYS10STP,6,Six days,6
inp,Risk factor - Physical Activity,DYS10STP,7,Seven days,7
inp,Risk factor - Physical Activity,DYS10STP,8,Reported less than 7 days,8
inp,Risk factor - Physical Activity,DYS10STP,10,Did not participate in the pedometer component,10
inp,Risk factor - Physical Activity,DYS10STP,11,Not applicable,11
inp,Risk factor - Physical Activity,MET10KV7,0,Not applicable,0
inp,Risk factor - Physical Activity,MET10KV7,1,Met recommended 10000 step threshold for average steps per day,1
inp,Risk factor - Physical Activity,MET10KV7,2,Did not meet recommended 10000 step threshold for average steps per day,2
inp,Risk factor - Physical Activity,MET10KV7,3,Did not meet day threshold requirement,3
inp,Risk factor - Physical Activity,MET10KV7,4,Did not participate in the pedometer component,4
inp,Risk factor - Physical Activity,MET10KV5,0,Not applicable,0
inp,Risk factor - Physical Activity,MET10KV5,1,Met recommended 10000 step threshold for average steps per wkday,1
inp,Risk factor - Physical Activity,MET10KV5,2,Did not meet recommended 10000 step threshold for average steps per wkday,2
inp,Risk factor - Physical Activity,MET10KV5,3,Did not meet day threshold requirement,3
inp,Risk factor - Physical Activity,MET10KV5,4,Did not participate in the pedometer component,4
inp,Risk factor - Physical Activity,MET10KV2,0,Not applicable,0
inp,Risk factor - Physical Activity,MET10KV2,1,Met recommended 10000 step threshold for average steps per wkend day,1
inp,Risk factor - Physical Activity,MET10KV2,2,Did not meet recommended 10000 step threshold for average steps per wkend day,2
inp,Risk factor - Physical Activity,MET10KV2,3,Did not meet day threshold requirement,3
inp,Risk factor - Physical Activity,MET10KV2,4,Did not participate in the pedometer component,4
inp,Risk factor - Physical Activity,DYSTHRE1,0,None,0
inp,Risk factor - Physical Activity,DYSTHRE1,1,One day,1
inp,Risk factor - Physical Activity,DYSTHRE1,2,Two days,2
inp,Risk factor - Physical Activity,DYSTHRE1,3,Three days,3
inp,Risk factor - Physical Activity,DYSTHRE1,4,Four days,4
inp,Risk factor - Physical Activity,DYSTHRE1,5,Five days,5
inp,Risk factor - Physical Activity,DYSTHRE1,6,Six days,6
inp,Risk factor - Physical Activity,DYSTHRE1,7,Seven days,7
inp,Risk factor - Physical Activity,DYSTHRE1,8,Reported less than 7 days,8
inp,Risk factor - Physical Activity,DYSTHRE1,10,Did not participate in the pedometer component,10
inp,Risk factor - Physical Activity,DYSTHRE1,11,Not applicable,11
inp,Risk factor - Physical Activity,METT1AV7,0,Not applicable,0
inp,Risk factor - Physical Activity,METT1AV7,1,Met recommended step threshold 1 for average steps per day,1
inp,Risk factor - Physical Activity,METT1AV7,2,Did not meet recommended step threshold 1 for average steps per day,2
inp,Risk factor - Physical Activity,METT1AV7,3,Did not meet day threshold requirement,3
inp,Risk factor - Physical Activity,METT1AV7,4,Did not participate in the pedometer component,4
inp,Risk factor - Physical Activity,METT1AV5,0,Not applicable,0
inp,Risk factor - Physical Activity,METT1AV5,1,Met recommended step threshold 1 for average steps per weekday,1
inp,Risk factor - Physical Activity,METT1AV5,2,Did not meet recommended step threshold 1 for average steps per weekday,2
inp,Risk factor - Physical Activity,METT1AV5,3,Did not meet day threshold requirement,3
inp,Risk factor - Physical Activity,METT1AV5,4,Did not participate in the pedometer component,4
inp,Risk factor - Physical Activity,METT1AV2,0,Not applicable,0
inp,Risk factor - Physical Activity,METT1AV2,1,Met recommended step threshold 1 for average steps per weekend day,1
inp,Risk factor - Physical Activity,METT1AV2,2,Did not meet recommended step threshold 1 for average steps per weekend day,2
inp,Risk factor - Physical Activity,METT1AV2,3,Did not meet day threshold requirement,3
inp,Risk factor - Physical Activity,METT1AV2,4,Did not participate in the pedometer component,4
inp,Risk factor - Nutrition,DIETRDI,0,Not applicable,0
inp,Risk factor - Nutrition,DIETRDI,1,Met recommended guidelines,1
inp,Risk factor - Nutrition,DIETRDI,2,Did not meet recommended guidelines,2
inp,Risk factor - Nutrition,DIETFRU,0,Not applicable,0
inp,Risk factor - Nutrition,DIETFRU,1,Met recommended guidelines,1
inp,Risk factor - Nutrition,DIETFRU,2,Did not meet recommended guidelines,2
inp,Risk factor - Nutrition,DIETVEG,0,Not applicable,0
inp,Risk factor - Nutrition,DIETVEG,1,Met recommended guidelines,1
inp,Risk factor - Nutrition,DIETVEG,2,Did not meet recommended guidelines,2
inp,Risk factor - Nutrition,RDIBOTH,0,Not applicable,0
inp,Risk factor - Nutrition,RDIBOTH,1,Met recommended guidelines,1
inp,Risk factor - Nutrition,RDIBOTH,2,Did not meet recommended guidelines,2
inp,Risk factor - Nutrition,RDIVEG,0,Not applicable,0
inp,Risk factor - Nutrition,RDIVEG,1,Met recommended guidelines,1
inp,Risk factor - Nutrition,RDIVEG,2,Did not meet recommended guidelines,2
inp,Risk factor - Nutrition,RDIFRUIT,0,Not applicable,0
inp,Risk factor - Nutrition,RDIFRUIT,1,Met recommended guidelines,1
inp,Risk factor - Nutrition,RDIFRUIT,2,Did not meet recommended guidelines,2
inp,Risk factor - Nutrition,DIETQ5,0,Not applicable,0
inp,Risk factor - Nutrition,DIETQ5,1,1 serve,1
inp,Risk factor - Nutrition,DIETQ5,2,2 serves,2
inp,Risk factor - Nutrition,DIETQ5,3,3 serves,3
inp,Risk factor - Nutrition,DIETQ5,4,4 serves,4
inp,Risk factor - Nutrition,DIETQ5,5,5 serves,5
inp,Risk factor - Nutrition,DIETQ5,6,6 or more serves,6
inp,Risk factor - Nutrition,DIETQ5,7,Less than 1 serve,7
inp,Risk factor - Nutrition,DIETQ5,8,Don't eat vegetables,8
inp,Risk factor - Nutrition,DIETQ8,0,Not applicable,0
inp,Risk factor - Nutrition,DIETQ8,1,1 serve,1
inp,Risk factor - Nutrition,DIETQ8,2,2 serves,2
inp,Risk factor - Nutrition,DIETQ8,3,3 serves,3
inp,Risk factor - Nutrition,DIETQ8,4,4 serves,4
inp,Risk factor - Nutrition,DIETQ8,5,5 serves,5
inp,Risk factor - Nutrition,DIETQ8,6,6 or more serves,6
inp,Risk factor - Nutrition,DIETQ8,7,Less than 1 serve,7
inp,Risk factor - Nutrition,DIETQ8,8,Don't eat fruit,8
inp,Risk factor - Nutrition,DIETQ12,0,Not applicable,0
inp,Risk factor - Nutrition,DIETQ12,1,Very often,1
inp,Risk factor - Nutrition,DIETQ12,2,Occasionally,2
inp,Risk factor - Nutrition,DIETQ12,3,Rarely,3
inp,Risk factor - Nutrition,DIETQ12,5,Not used,5
inp,Risk factor - Nutrition,DIETQ12,6,Not known,6
inp,Risk factor - Nutrition,SALTACI,0,Not applicable,0
inp,Risk factor - Nutrition,SALTACI,1,Cooking salt is iodised,1
inp,Risk factor - Nutrition,SALTACI,2,Cooking salt is not iodised,2
inp,Risk factor - Nutrition,SALTACI,3,Cooking salt is not added to meal,3
inp,Risk factor - Nutrition,SALTACI,4,Not known if salt is iodised,4
inp,Risk factor - Nutrition,SALTACI,5,Not known if salt is added to meal,5
inp,Risk factor - Nutrition,DIETQ14,0,Not applicable,0
inp,Risk factor - Nutrition,DIETQ14,1,Very often,1
inp,Risk factor - Nutrition,DIETQ14,2,Occasionally,2
inp,Risk factor - Nutrition,DIETQ14,3,Rarely,3
inp,Risk factor - Nutrition,DIETQ14,5,Not used,5
inp,Risk factor - Nutrition,DIETQ14,6,Not known,6
inp,Risk factor - Nutrition,SALTATI,0,Not applicable,0
inp,Risk factor - Nutrition,SALTATI,1,Table salt is iodised,1
inp,Risk factor - Nutrition,SALTATI,2,Table salt is not iodised,2
inp,Risk factor - Nutrition,SALTATI,3,Table salt is not added to meal,3
inp,Risk factor - Nutrition,SALTATI,4,Not known if table salt is iodised,4
inp,Risk factor - Nutrition,SALTATI,5,Not known if table salt is added to meal,5
inp,Risk factor - Nutrition,TAPWTR,1,Community water supply,1
inp,Risk factor - Nutrition,TAPWTR,2,Tank,2
inp,Risk factor - Nutrition,TAPWTR,3,Spring,3
inp,Risk factor - Nutrition,TAPWTR,4,Never drink tap water,4
inp,Risk factor - Nutrition,TAPWTR,5,Other,5
inp,Risk factor - Nutrition,TAPWTR,6,Not known,6
inp,Risk factor - Nutrition,BDYMSQ04,0,Not applicable,0
inp,Risk factor - Nutrition,BDYMSQ04,1,Currently on a diet to lose weight,1
inp,Risk factor - Nutrition,BDYMSQ04,2,Currently on a diet for health reasons,2
inp,Risk factor - Nutrition,BDYMSQ04,3,Currently on a diet to lose weight and for health reasons,3
inp,Risk factor - Nutrition,BDYMSQ04,5,Not currently on a diet,5
inp,Risk factor - Nutrition,BDYMSQ04,6,Not known if currently on a diet,6
inp,Risk factor - Nutrition,BDYMSQ04,10,Weight loss or low calorie diet,10
inp,Risk factor - Nutrition,BDYMSQ04,11,Low fat or cholesterol diet,11
inp,Risk factor - Nutrition,BDYMSQ04,12,Low salt or sodium diet,12
inp,Risk factor - Nutrition,BDYMSQ04,13,Sugar free or low sugar diet,13
inp,Risk factor - Nutrition,BDYMSQ04,14,Low fibre diet,14
inp,Risk factor - Nutrition,BDYMSQ04,15,High fibre diet,15
inp,Risk factor - Nutrition,BDYMSQ04,16,Diabetic diet,16
inp,Risk factor - Nutrition,BDYMSQ04,17,Low carbohydrate diet,17
inp,Risk factor - Nutrition,BDYMSQ04,18,High protein diet,18
inp,Risk factor - Nutrition,BDYMSQ04,19,Weight gain diet,19
inp,Risk factor - Nutrition,BDYMSQ04,20,Other,20
inp,Risk factor - Nutrition,BDYMSQ04,21,Type of diet not known,21
inp,Risk factor - Nutrition,BDYMSQ04,22,Not currently on a diet,22
inp,Risk factor - Nutrition,BDYMSQ04,23,Not known if currently on a diet,23
inp,Risk factor - Nutrition,BDYMSQ04,97,Not applicable,97
inp,Risk factor - Nutrition,NHMRCAGE,1,2-3,1
inp,Risk factor - Nutrition,NHMRCAGE,2,4-8,2
inp,Risk factor - Nutrition,NHMRCAGE,3,9-13,3
inp,Risk factor - Nutrition,NHMRCAGE,4,14-18,4
inp,Risk factor - Nutrition,NHMRCAGE,5,19-30,5
inp,Risk factor - Nutrition,NHMRCAGE,6,31-50,6
inp,Risk factor - Nutrition,NHMRCAGE,7,51-70,7
inp,Risk factor - Nutrition,NHMRCAGE,8,71+,8
inp,Risk factor - Nutrition,NUMRECAL,1,1,1
inp,Risk factor - Nutrition,NUMRECAL,2,2,2
inp,Risk factor - Nutrition,NUTDAY1,1,Sunday,1
inp,Risk factor - Nutrition,NUTDAY1,2,Monday,2
inp,Risk factor - Nutrition,NUTDAY1,3,Tuesday,3
inp,Risk factor - Nutrition,NUTDAY1,4,Wednesday,4
inp,Risk factor - Nutrition,NUTDAY1,5,Thursday,5
inp,Risk factor - Nutrition,NUTDAY1,6,Friday,6
inp,Risk factor - Nutrition,NUTDAY1,7,Saturday,7
inp,Risk factor - Nutrition,NUTDAY2,0,Not applicable,0
inp,Risk factor - Nutrition,NUTDAY2,1,Sunday,1
inp,Risk factor - Nutrition,NUTDAY2,2,Monday,2
inp,Risk factor - Nutrition,NUTDAY2,3,Tuesday,3
inp,Risk factor - Nutrition,NUTDAY2,4,Wednesday,4
inp,Risk factor - Nutrition,NUTDAY2,5,Thursday,5
inp,Risk factor - Nutrition,NUTDAY2,6,Friday,6
inp,Risk factor - Nutrition,NUTDAY2,7,Saturday,7
inp,Risk factor - Nutrition,FLIMPNUT,0,Not applicable,0
inp,Risk factor - Nutrition,FLIMPNUT,1,Imputed food record,1
inp,Risk factor - Nutrition,ATEMLS,1,Much more than usual,1
inp,Risk factor - Nutrition,ATEMLS,2,Usual,2
inp,Risk factor - Nutrition,ATEMLS,3,Much less than usual,3
inp,Risk factor - Nutrition,ATEMLS,4,Not stated,4
inp,Risk factor - Nutrition,ATEMLSCT,0,Not applicable,0
inp,Risk factor - Nutrition,ATEMLSCT,1,Much more than usual,1
inp,Risk factor - Nutrition,ATEMLSCT,2,Usual,2
inp,Risk factor - Nutrition,ATEMLSCT,3,Much less than usual,3
inp,Risk factor - Nutrition,ATEMLSCT,4,Not stated,4
inp,Risk factor - Nutrition,BMR,99998,Not available,99998
inp,Risk factor - Nutrition,EIBMR1,997,Not applicable,997
inp,Risk factor - Nutrition,EIBMR1,998,Not available,998
inp,Risk factor - Nutrition,EIBMR2,997,Not applicable,997
inp,Risk factor - Nutrition,EIBMR2,998,Not available,998
inp,Physical Measurements&Body Mass,SABDYMS,0,Not applicable,0
inp,Physical Measurements&Body Mass,SABDYMS,1,Acceptable weight,1
inp,Physical Measurements&Body Mass,SABDYMS,2,Underweight,2
inp,Physical Measurements&Body Mass,SABDYMS,3,Overweight,3
inp,Physical Measurements&Body Mass,SABDYMS,4,Currently pregnant,4
inp,Physical Measurements&Body Mass,SABDYMS,8,Not collected,8
inp,Physical Measurements&Body Mass,SABDYMS,9,Not stated,9
inp,Physical Measurements&Body Mass,SATWEIG,0,Not applicable,0
inp,Physical Measurements&Body Mass,SATWEIG,1,Very satisfied,1
inp,Physical Measurements&Body Mass,SATWEIG,2,Satisfied,2
inp,Physical Measurements&Body Mass,SATWEIG,3,Neither satisfied nor dissatisfied,3
inp,Physical Measurements&Body Mass,SATWEIG,4,Dissatisfied,4
inp,Physical Measurements&Body Mass,SATWEIG,5,Very dissatisfied,5
inp,Physical Measurements&Body Mass,SATWEIG,7,Refused,7
inp,Physical Measurements&Body Mass,SATWEIG,8,Not collected,8
inp,Physical Measurements&Body Mass,SATWEIG,9,Not stated,9
inp,Physical Measurements&Body Mass,BMICATHY,0,Not applicable,0
inp,Physical Measurements&Body Mass,BMICATHY,1,Underweight Class 3,1
inp,Physical Measurements&Body Mass,BMICATHY,2,Underweight Class 2,2
inp,Physical Measurements&Body Mass,BMICATHY,3,Underweight Class 1,3
inp,Physical Measurements&Body Mass,BMICATHY,4,Normal range,4
